developer,sentiment_analysis,user_id
Arrowhead Game Studios,0.0,76561198157640176
Totem Games,0.0,76561198157640176
Day  Studios,2.0,deatheffekt
Arrowhead Game Studios,2.0,reflexaus
Arrowhead Game Studios,2.0,reflexaus
NV Games,1.0,123joshua321
Arrowhead Game Studios,1.0,76561198019231133
Paradox Interactive,2.0,DMbug
Bedlam Games,2.0,76561198079298522
SimBin,2.0,aamonrai132
Giants Software,0.0,r34d_4nd_w33p
Paradox Interactive,1.0,Lolicon_Banzai
Paradox Development Studio,2.0,KentuckyFriedSpy
Team Digital Ltd,2.0,WhiteAfrican
Team Digital Ltd,2.0,TheOnlyT6
Team Digital Ltd,2.0,alexisacoolhuman
Realmforge Studios,2.0,AlanJack102
Team Digital Ltd,1.0,TwoPixel
Telltale Games,0.0,amr_
Tripwire Interactive,2.0,76561198067361221
Ageod,2.0,Anywher
Secret Base,2.0,EGGSaus
Obsidian Entertainment,2.0,aperture_sandvich
Relic EntertainmentFeral Interactive MacLinux,2.0,whafam
YeaBoing,0.0,Archimedesthemagicalbird
Dovetail Games,2.0,76561198040257934
Kaos StudiosDigital Extremes,0.0,arthur-dent
Mystic Box,2.0,AsherFatin
Digitalmindsoft,0.0,09879655452567
Dejobaan Games LLC,1.0,Strikeria
Lunar Giant,2.0,B-HopperTr0LL
Extend Studio,2.0,Baileaf
Colossal Order Ltd,2.0,76561198065661382
HeR Interactive,2.0,76561198065661382
Bohemia Interactive,0.0,76561198065661382
Zachtronics,1.0,baranaka
Haemimont Games,2.0,thelazybrowniemkii
HeR Interactive,2.0,76561198301150825
HeR Interactive,2.0,BZ4LIFE
Total Eclipse,0.0,76561198267779591
Ageod,0.0,BecauseImSAD
Two Tribes,1.0,OG1
Firaxis GamesAspyr Mac Linux,2.0,llamaemperor
Firaxis GamesAspyr Mac Linux,2.0,birdpleb
Coffee Stain Studios,2.0,bizarrues
exosyphen studios,0.0,myles101
MinMax Games Ltd,2.0,Skrytwo
TimeGate Studios,2.0,Skrytwo
TimeGate Studios,0.0,2spooky
TimeGate Studios,2.0,2spooky
Relic EntertainmentFeral Interactive MacLinux,2.0,Bonkbonkerson
Obsidian Entertainment,2.0,76561198072103064
Three Rings,2.0,imacatseeulr
Hothead Games,1.0,imacatseeulr
Relic,1.0,imacatseeulr
C Company,1.0,negrosarcastico
Flying Wild Hog,0.0,BlockStabFatality
Ageod,2.0,544183980
Octane GamesMeridian,2.0,buggy00
ACE Team,1.0,dogapp
Tripwire Interactive,2.0,totesnotahacker
Colossal Order Ltd,1.0,captainquickler
Stainless Games Ltd,2.0,Castor_E
Paradox Development Studio,2.0,Castor_E
PomPom,2.0,Castor_E
HeR Interactive,2.0,76561198033432863
Reality Pump Studios,2.0,dannysfatass
NGD Studios,0.0,hopeandchaos
Gearbox Software,0.0,checkm80
Gas Powered Games,0.0,megatetsujin28
Edmund McMillen and Florian Himsl,0.0,76561198021700114
Giants Software,2.0,ParaChymp
CAvalon,0.0,Frostbyte69
Gas Powered Games,0.0,NickMcGrath
Red Redemption,0.0,roitethere
Steel Monkeys,2.0,c1u
Red Redemption,2.0,76561198071176877
Red Redemption,0.0,CookedTuna
City Interactive,2.0,CookedTuna
Games FarmDivision,2.0,CorsairCrossley
Red Redemption,2.0,Crailik
Capcom Vancouver,1.0,crnza
Hothead Games,0.0,76561198023152575
Akelladat,2.0,OptioMajoris
Days of Wonder,0.0,johnvu3
Dovetail Games,2.0,EthanDennisMcKormick
Double Fine Productions,2.0,EthanDennisMcKormick
The Sims Studio,0.0,dandeloinz
Positech Games,2.0,76561198016761464
VlambeerCroteam,2.0,76561198016761464
Ideas Pad,1.0,danthettt
bAlive,0.0,blablabla174
Spellbound Studios,2.0,76561198023971448
KTX Software,2.0,DazzaMH
Robot Entertainment,2.0,DazzaLCFC
Obsidian Entertainment,2.0,DBZfreakMBB
Daybreak Game Company,2.0,AZA1498
Haemimont GamesFeral Interactive Mac,0.0,Punpun420
Devils Details,2.0,Destero
HeR Interactive,0.0,comcozzolino01
Robot Entertainment,2.0,comcozzolino01
Infinity WardSledgehammer GamesAspyr Mac,1.0,76561198052054864
Team BondiRockstar Leeds,1.0,dodecadumpling
Team BondiRockstar Leeds,1.0,Doobuboo
Digitalmindsoft,2.0,mr_doominater
Final Form Games,2.0,9856743GH131
Trendy Entertainment,1.0,9856743GH131
Cipher Prime Studios,2.0,76561198122724739
Arrowhead Game Studios,2.0,76561198082252530
Digital Reality,1.0,sven8910
Arrowhead Game Studios,2.0,76561198052598003
The Creative AssemblyFeral Interactive MacFeral Interactive Linux,0.0,76561198055372428
The Creative AssemblyFeral Interactive MacFeral Interactive Linux,0.0,76561198142969038
Arrowhead Game Studios,1.0,76561197970600478
Paradox Interactive,0.0,76561198109249377
Unicorn Games Studio,2.0,theempireendures
Stardock Entertainment,2.0,fall3n_archon
KrossRailsDovetail Games,2.0,76561198103524411
Reloaded Productions,2.0,santiagoivanov
Wadjet Eye Games,0.0,FaZeWeaver
Digitalmindsoft,2.0,FlameFireBlast
Tripwire Interactive,2.0,neonmotiontv
Team  Studios,0.0,76561198018912053
Ubisoft Montreal,2.0,ghoules
Trendy Entertainment,0.0,frannleman
Haemimont GamesFeral Interactive Mac,2.0,TheOnlyTrueGamingGod
Vicious Cycle Software Inc,0.0,76561198054397103
Stainless Games Ltd,2.0,76561198054397103
Relic,0.0,Quazziemodo
Relic,1.0,76561198080865066
Gaslamp Games Inc,0.0,Geriland
Relic,1.0,76561198070585472
Nitro Games,2.0,76561198070585472
Relic,1.0,76561198059533968
Egosoft,2.0,171516
Frozenbyte,0.0,76561198079874637
Trendy Entertainment,2.0,Mangoboy2k1
ASTRO PORT,1.0,borntoeatcake
Lionhead Studios,1.0,gominhagomes
Avalanche Studios,2.0,Global
Fakt Software,0.0,gryphon556
Trendy Entertainment,0.0,BurgerStab
Volition,2.0,blankv15
Avalanche Studios,2.0,end978
Relic,2.0,end978
Relic,2.0,HappyHouseGnome
Relic,2.0,76561198034664008
Relic,0.0,DogHog
Relic,1.0,ZECOWPOCALYPSEHAZSTARTEDZ
DPublisher of America Inc,2.0,76561198050540147
DPublisher of America Inc,0.0,Sk8erboiHongKong
DPublisher of America Inc,2.0,quillomanar
Unigine Corp,0.0,hunterkiller247
Dovetail Games,0.0,hunterkiller247
NeocoreGames,2.0,hunterkiller247
NEOCORE GAMES,2.0,hunterkiller247
Croteam,0.0,hunterkiller247
Lizsoft,0.0,ERROR_LT
Cryptic Studios,0.0,76561198074377542
Trendy Entertainment,2.0,martiantrain
Trendy Entertainment,1.0,triangless
Coreplay GmbHBigmoon Studios,0.0,ihasMUFFINSWAG
RichMakeGame,2.0,76561198076701454
Paradox Development Studio,0.0,76561197999719746
QGames Ltd,2.0,76561198071834416
Owlchemy Labs,2.0,jarjarjake
Puppygames,1.0,FvckkMyOppz
inXile Entertainment,2.0,76561198035590106
Paradox Development Studio,2.0,toottootverysad
Paradox Interactive,0.0,amative
Paradox Interactive,1.0,76561198093336165
WXP Games LLC,1.0,76561198089772554
Remedy Entertainment,2.0,julez225
Thomson Interactive,0.0,julez225
Arrowhead Game Studios,0.0,76561197986552181
Trashmasters,2.0,76561198071041704
Little Green Men Games,1.0,OfficialKilx
Wild Shadow Studios,0.0,76561198068644976
Paradox Interactive,2.0,ItsDerRey
Volition,2.0,ItsDerRey
MumboJumbo,0.0,ItsDerRey
Brandon Brizzi,2.0,76561198033327402
Ubisoft Montreal,2.0,koshara
UBIart MontpellierFeral Interactive Mac,2.0,76561198101968197
virtualRailroads,0.0,JohnnyMcShitty
Colossal Order Ltd,0.0,76561198044800577
Strange Loop Games,2.0,76561198084634633
Cobra Mobile,1.0,lexby
MumboJumbo,0.0,76561198015803033
Remedy Entertainment,2.0,Chubiful
The Sims Studio,2.0,76561198071780641
Double Fine Productions,1.0,rookynightwing
Bootsnake Games,0.0,rookynightwing
Aerosoft GmbH,2.0,Whoppaz
Dovetail Games,2.0,76561198132960300
Tribute Games Inc,2.0,XxX_bradley_XxX
Most Wanted Entertainment,2.0,DontCareForURL
Trickstar Games,2.0,lordgraville
Nimbly Games,2.0,Lord_Zarnox
Trendy Entertainment,2.0,76561197972209961
Trendy Entertainment,0.0,ly_cheen
 Sprockets,0.0,m1lkingdud
Cyan Worlds,2.0,76561198055685900
Trendy Entertainment,2.0,76561198049937609
Strawdog Studios Ltd,2.0,76561198097320856
Nihon Falcom,2.0,76561197964317648
Bohemia Interactive,0.0,niwith
Eden Industries,0.0,MantisTobogganThe2nd
Volition,2.0,VanClash
PomPom Games,2.0,76561198028388756
Trapdoor Inc,2.0,xmatiias
Big Huge Games Studios,1.0,xmatiias
The Creative AssemblyFeral Interactive MacFeral Interactive Linux,0.0,mda7
Pendulo Studios,0.0,mda7
Pixelante Game Studios,2.0,mda7
Fakt Software,0.0,76561198066639517
MumboJumbo,2.0,Lightbekon
MumboJumbo,2.0,76561198087566671
Haemimont GamesFeral Interactive Mac,2.0,miciah
Reality Pump,2.0,Migelino64
Dovetail Games,2.0,Mikaris
Trendy Entertainment,2.0,lohbsy
BUGBEAR,0.0,shakingthingsup
Longbow Games,2.0,76561198056913746
Cyanide,1.0,Sylveonssssss
Dovetail Games,0.0,76561198038335264
David Williamson,0.0,CorporalTaylor200
Trendy Entertainment,2.0,76561198090180844
TAO,2.0,mrthromato98
BitSits Games,2.0,76561198103674275
Serious Brothers,2.0,76561198017212077
TikGames,2.0,MrUnknownEMC
bAlive,2.0,MrUnknownEMC
Piranha Bytes,2.0,mysterd
Trendy Entertainment,0.0,n00bmobile
Piranha Bytes,1.0,76561198059715439
Devils Details,0.0,76561198051832446
Love Conquers All Games,0.0,superredranga
Signal Studios,1.0,lifesavior
The Creative AssemblyFeral Interactive MacFeral Interactive Linux,2.0,76561198071684592
Volition,0.0,NinjaCowboy96
Dovetail Games,0.0,NinjaCowboy96
Days of Wonder,0.0,NinjaCowboy96
Colossal Order Ltd,0.0,NinjaCowboy96
Coreplay GmbH,2.0,Nipleopleus
Croteam,0.0,76561198016067437
Croteam,2.0,76561198044752424
HeR Interactive,0.0,No_Count
Black Market Games,2.0,76561198088807138
Dovetail Games,0.0,76561198080209148
Dovetail Games,2.0,76561198102409708
Slant Six Games,0.0,2547887
Sigma Team Inc,2.0,76561198051139390
Positech Games,2.0,76561198051139390
Giants Software,0.0,MexyMax
Days of Wonder,0.0,76561198099718069
Days of Wonder,1.0,WardPimp
virtualRailroads,1.0,mysterys
Dovetail Games,1.0,P51DWT
Nihon Falcom,1.0,P51DWT
Trendy Entertainment,1.0,h2ojustaddwater
Rockstar Studios,0.0,76561198060678959
Rockstar Studios,0.0,PeaceEagle
Devils Details,2.0,PeaceEagle
Devils Details,1.0,souedu
Eden Industries,0.0,Pzop
Standing Stone Games LLC,1.0,76561198041739032
Cipher Prime Studios,1.0,76561198032545347
BlinkWorks Media,1.0,PuppyxKitten
Fatshark,2.0,76561198100811093
TT Games,1.0,pippipcheeriommmbangersandmash
Airtight Games,0.0,76561198054162412
Nexon,0.0,76561198093768306
Rebellion,2.0,speddoman
Infinity WardSledgehammer GamesRaven SoftwareAspyr Mac,0.0,76561198035531441
Zeboyd Games,0.0,Reagan3211
Daedalic Entertainment,0.0,ThatTTMRGuy
Standing Stone Games LLC,2.0,ILikeMintIceCream
Standing Stone Games LLC,1.0,ILikeMintIceCream
Ubisoft ParisRed Storm Entertainment,0.0,epic_taco
Paradox Development Studio,2.0,epic_taco
Paradox Development Studio,0.0,epic_taco
Airtight Games,0.0,epic_taco
HiRez Studios,2.0,spicydoggomemes
Tripwire Interactive,2.0,fuckoffandstopsharingmyprofile
Larian Studios,0.0,76561198069668522
Paradox Development Studio,0.0,76561198069668522
WXP Games LLC,0.0,678rtv45
Sakari Indie amp GriN,0.0,76561198042294034
Trendy Entertainment,1.0,sakmurachan
Stainless Games,0.0,76561198090934295
Stainless Games,0.0,76561198090934295
Capcom USA Inc,2.0,ScreamingAngels
Stainless Games,2.0,M_D_
Stainless Games,0.0,ZechLZ
Capcom USA Inc,1.0,-SEVEN-
Capcom USA Inc,1.0,-SEVEN-
Capcom USA Inc,2.0,76561198088748682
Capcom USA Inc,1.0,SGT_Corrion
Limbic Entertainment GmhH,1.0,Eshdawg
Capcom USA Inc,0.0,Terminally-Chill
Capcom USA Inc,1.0,Terminally-Chill
Capcom USA Inc,1.0,SlenderTurtle
Capcom USA Inc,0.0,76561198068953573
Capcom USA Inc,2.0,76561198095765519
Capcom USA Inc,1.0,nomoresilent
Capcom USA Inc,2.0,Nyr1
Capcom USA Inc,2.0,kevin_rudd
Capcom USA Inc,2.0,oddso
Capcom USA Inc,2.0,76561198119376787
Capcom USA Inc,2.0,76561198084063741
Capcom USA Inc,0.0,76561198119867383
Capcom USA Inc,2.0,nobody114514
Capcom USA Inc,2.0,76561198095748015
Capcom USA Inc,2.0,hedged
Overhaul Games,2.0,floppymoppy
Sidhe,2.0,spankwankable
KING Art,0.0,SwegSpuudddyyy69
Paradox Development Studio,2.0,TustardCart
KING Art,0.0,76561198074319125
Paradox Development Studio,0.0,GhostZeroXD
Capcom USA Inc,2.0,steviescoop
Misfits Attic,2.0,76561198146862794
Tennensozai,0.0,76561198062469316
Misfits Attic,2.0,76561198070588180
Tennensozai,2.0,StrayDog8797
Days of Wonder,2.0,SFort
Remedy Entertainment LtdMountain Sheep IncCornfox amp Brothers Ltd,1.0,SuperScore
Dovetail Games,2.0,tamlieu
United Front Games,2.0,tamlieu
Dovetail Games,2.0,RIPTatsumaru
Tripwire Interactive,2.0,hauntedblast
Robot Entertainment,2.0,Gotemlostinme
Dovetail Games,0.0,terrill000
Double Fine Productions,2.0,TetisTiger
United Front Games,0.0,TetisTiger
United Front Games,2.0,76561198001160024
Fishlabs Entertainment GmbH,2.0,76561198061611219
Valve,2.0,mitchbigd
Obsidian EntertainmentAspyr Mac Linux amp Windows Update,2.0,76561198070264437
Soldak Entertainment,2.0,1626466724893520
Big Robot Ltd,1.0,58254410
Dovetail Games,2.0,lookhereifyoureastalker
Digital Train Model,2.0,lookhereifyoureastalker
Digital Train Model,1.0,someonelewd
Monolith Productions Inc,2.0,76561198038741062
Monolith Productions Inc,2.0,matoegos
Monolith Productions Inc,2.0,TheDarkSteveh
Monolith Productions Inc,0.0,TheDarkSteveh
Monolith Productions Inc,2.0,TheFazza
Eyebrow Interactive,1.0,HuskyWaffle
Monolith Productions Inc,0.0,Element121
Monolith Productions Inc,1.0,76561198060398831
Monolith Productions Inc,0.0,tracknumberseven
Monolith Productions Inc,1.0,tortoisecreative
Monolith Productions Inc,2.0,Turbo_Husky
Monolith Productions Inc,0.0,u2late
Monolith Productions Inc,2.0,BigSmokePhil
Monolith Productions Inc,2.0,viprin
Freebird Games,1.0,V0rT3xThe3rd
Rocksteady StudiosFeral Interactive Mac,2.0,TheOnlyVelvet
Freebird Games,2.0,TheOnlyVelvet
Aleksey Abramenko,0.0,zeriora
Monolith Productions Inc,0.0,volka
Capybara Games,2.0,W33dl3y
Paradox Interactive,0.0,W33dl3y
Bohemia Interactive,2.0,warheads
Blit Software,0.0,warheads
Stainless Games,0.0,Warrfoxx
Ronimo Games,2.0,Warrfoxx
Ronimo Games,2.0,76561198082569416
Ronimo Games,2.0,AnOddBandit
Ronimo Games,0.0,LeZoidberg
Ronimo Games,1.0,SuperVegito45
Ronimo Games,2.0,76561198026497579
Limbic Entertainment GmbH,2.0,76561198035790591
Slant Six Games,2.0,76561198035790591
Slant Six Games,0.0,steamxanbunny
Slant Six Games,0.0,steamxanbunny
Slant Six Games,2.0,76561198079408469
Slant Six Games,2.0,L0RDVAD3R
Slant Six Games,2.0,L0RDVAD3R
Frogwares,2.0,76561198049676894
Edelweiss,2.0,YaraManco
Bohemia Interactive,2.0,YaYa7979
Pilgway,2.0,76561198075993539
Gaijin Games,2.0,InjectingMarijuanas
Data Realms,2.0,76561198121985910
City Interactive,2.0,yvanne
Gaijin Games,2.0,yvanne
Gearbox SoftwareAspyr Mac amp Linux,2.0,sirnephilim
Stainless Games,2.0,snakedog
Stainless Games,2.0,76561198064736339
Stainless Games,1.0,pdiddymohouze
Stainless Games,2.0,st0p-stalk
Stainless Games,2.0,JimmyPlant
Ubisoft  San Francisco,2.0,2EzRogueDH
Stainless Games,2.0,rizkywarouw
Stainless Games,0.0,AgrarianSkyX
Ratloop Asia,0.0,LieutenantFury
id Software,2.0,heylistenm8
Gearbox SoftwareAspyr Mac amp Linux,2.0,TheMishdyHub
United Front Games,1.0,ErrorT3rm1n4l
United Front Games,1.0,ErrorT3rm1n4l
Trendy Entertainment,2.0,_Minja
Paradox Interactive,1.0,guygu6
Ubisoft  San Francisco,2.0,moniinthebag
Ubisoft  San Francisco,2.0,tuckismad
Ubisoft  San Francisco,2.0,irmikeee
Ubisoft  San Francisco,0.0,deviousbastard
Ubisoft  San Francisco,2.0,76561197971851704
Ubisoft  San Francisco,2.0,beanseller
Ubisoft  San Francisco,0.0,76561197982124018
Ubisoft  San Francisco,2.0,theroleplaygamer
Ubisoft  San Francisco,2.0,theroleplaygamer
Ubisoft  San Francisco,2.0,kazanmor
Ubisoft  San Francisco,2.0,J-BwB
Ubisoft  San Francisco,2.0,alienc
Ubisoft  San Francisco,0.0,sk0p3d4ft3rsk00l
Ubisoft  San Francisco,0.0,walterlol
Ubisoft  San Francisco,2.0,smarthio
Ubisoft  San Francisco,0.0,76561198013535175
Ubisoft  San Francisco,2.0,sdq101
Ubisoft  San Francisco,0.0,76561198015882376
Ubisoft  San Francisco,0.0,76561198020246111
Ubisoft  San Francisco,2.0,ecosweetz
Ubisoft  San Francisco,2.0,gangstapimpplaya
Ubisoft  San Francisco,0.0,misschekie
Ubisoft  San Francisco,0.0,thomasonefoot
Ubisoft  San Francisco,2.0,nikpasic
Ubisoft  San Francisco,2.0,dootz
Ubisoft  San Francisco,2.0,Lenzarious
Daedalic Entertainment,0.0,76561198033266228
x Games,2.0,SvDKILLSWITCH
Lukewarm Media,2.0,76561198034857562
Ubisoft  San Francisco,2.0,76561198038567931
Ubisoft  San Francisco,1.0,76561198038567931
Black Forest Games,0.0,76561198038567931
Haemimont GamesFeral Interactive Mac,2.0,76561198039880975
Zeal Game Studio,0.0,LordMinion777
Firaxis GamesFeral Interactive MacFeral Interactive Linux,0.0,xXPOTATOSLADXx
Dennaton Games,2.0,princemart
United Front Games,0.0,eileen007
United Front Games,1.0,therestisnoise
Fatshark,2.0,WolfgangKillDemAll
Muse Games,2.0,76561198043392285
Monolith,2.0,-PRoSlayeR-
Larian Studios,1.0,76561198043664811
Arrowhead Game Studios,2.0,StayMad
Larian Studios,2.0,Astrona
Ubisoft  San Francisco,0.0,Bonk_Boy
Ubisoft  San Francisco,2.0,76561198047679159
Running With Scissors,0.0,76561198047693993
Codemasters Birmingham,2.0,youdienow
Daedalic Entertainment,0.0,76561198050506383
Camel LLC,2.0,Cleze
Reloaded Productions,1.0,Akko6288
Stainless Games,1.0,BecHyIIIka
Team Digital Ltd,2.0,sschuarmatt
Positech Games,0.0,76561198054027097
Digital Reality,0.0,shiinaakashi
Ankama,0.0,76561198056640962
Neko Entertainment,0.0,JugglerShang
Bohemia Interactive,0.0,JugglerShang
Acquire,2.0,76561198057276193
Acquire,0.0,76561198058697824
Acquire,2.0,Sly_Elf
Treyarch,2.0,76561198060545297
United Front Games,2.0,76561198060545297
United Front Games,0.0,76561198060545297
Codemasters Birmingham,1.0,IYITHEBOY
United Front Games,2.0,76561198061315361
Codemasters Birmingham,2.0,SethSentry
Codemasters Birmingham,0.0,76561198064948275
Codemasters Birmingham,2.0,76561198064985698
Codemasters Birmingham,2.0,tadlicated
Ideal Games,2.0,tadlicated
IoInteractive AS,2.0,76561198067997800
IoInteractive AS,2.0,76561198068620780
IoInteractive AS,2.0,NeoZenith1
IoInteractive AS,1.0,NeoZenith1
IoInteractive AS,2.0,ThomWin
IoInteractive AS,2.0,shialebeoufmeme
The Sims Studio,2.0,Katzieon
The Sims Studio,1.0,dmitry_who
The Sims Studio,2.0,76561198070651185
Stainless Games,2.0,76561198070698244
Stainless Games,0.0,76561198070894525
Stainless Games,1.0,76561198071755703
Stainless Games,0.0,76561198071901614
Team Digital Ltd,1.0,76561198071901614
Dovetail Games,0.0,pnktoud
IonFx,0.0,sparksflynn
Curve Studios,2.0,sparksflynn
Core Design,2.0,Get_SiCkled
Curve Studios,0.0,softchippi
SimBin Studios AB,1.0,youngbenaffleck
NV Games,0.0,TheNotPlaying
KING Art,2.0,76561198076735654
Wormwood Studios,0.0,76561198077524144
Zeal Game Studio,2.0,76561198077818232
Zeal Game Studio,1.0,Luccyous
NEXON Korea Corp,2.0,75791513
Spry Fox LLC,0.0,76561198079355713
Crystal Dynamics,2.0,therealsupah
Crystal Dynamics,1.0,dratini147
Crystal Dynamics,1.0,BigAndySon
Digital Train Model,1.0,76561198080270958
Reality Pump,2.0,76561198081155725
Ubisoft Montreal,1.0,trolololololololololohehelolol
Gaming Minds,2.0,dizzy_zane
Ubisoft  San Francisco,0.0,76561198082823023
Daedalic Entertainment,1.0,whydafaqareyoustalkingme
Ubisoft  San Francisco,0.0,76561198083368303
SEGA,0.0,ramjamslam
Thomson Interactive,2.0,scarfacejoe10
Mind Over Matter Studios,2.0,Fikolius
Paradox Development Studio,1.0,76561198089026473
Paradox Development Studio,2.0,marikoelquelolea
id Software,2.0,MalignusBR
Haemimont GamesFeral Interactive Mac,0.0,JonesD2017
Ubisoft  San Francisco,0.0,Shadowcyhte
Ubisoft  San Francisco,0.0,LonTheDarkGamer
Ubisoft  San Francisco,2.0,MagmaCIaw
Ubisoft  San Francisco,2.0,-Ultrix
Ascaron,2.0,isse7enfold5
Dovetail Games,0.0,76561198095928099
Cipher Prime Studios,1.0,76561198095928099
MumboJumbo,2.0,HarrisonDealSteam
Codemasters Birmingham,2.0,amillionlemons
Codemasters Birmingham,2.0,amillionlemons
DnS Development,2.0,76561198097768337
Codemasters Birmingham,2.0,MsVen
Team Digital Ltd,1.0,MsVen
Dovetail Games,0.0,76561198099852870
Subatomic Studios LLC,1.0,rexsniper
Studio X Labs,0.0,76561198100529585
Ironclad GamesStardock Entertainment,2.0,Axys79
Positech Games,1.0,PulpCraft
Ubisoft  San Francisco,2.0,76561198106568060
Mind Over Matter Studios,1.0,memesfrescas
The Farm ,0.0,TheJewsDidNineEleven
Gearbox SoftwareAspyr Mac amp Linux,1.0,moruera
Gearbox SoftwareAspyr Mac amp Linux,2.0,moruera
Apus SoftwareThree Donkeys LLC,0.0,76561198125270928
Gearbox SoftwareAspyr Mac amp Linux,0.0,76561198125270928
Gearbox SoftwareAspyr Mac amp Linux,0.0,SomeRandomCarrot
Gearbox SoftwareAspyr Mac amp Linux,2.0,76561198127058661
Gearbox SoftwareAspyr Mac amp Linux,2.0,geekmannerd
Born Ready Games Ltd,2.0,76561198133180878
Born Ready Games Ltd,2.0,42456
Double Fine Productions,2.0,thisisatrash
NAMCO,2.0,valinorau
Dennaton Games,0.0,imakeclocks
Ninja Theory,0.0,76561198208704549
Hidden Path Entertainment Inc,0.0,MeloncraftLP
